pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
GJ 433 c,GJ 433,Radial Velocity,5094.105,4.819,6.27,,3461,0.5,0.48
GJ 433 d,GJ 433,Radial Velocity,36.059,0.178,2.14,,3461,0.5,0.48
GJ 436 b,GJ 436,Radial Velocity,2.64388312,0.0291,4.17,686,3586.11,0.455,0.47
GJ 463 b,GJ 463,Radial Velocity,3459,3.53,13.1,,3563,0.483,0.486
GJ 480 b,GJ 480,Radial Velocity,9.567,0.068,3.69,,3381,0.455815,0.45
GJ 486 b,GJ 486,Radial Velocity,1.46712127,0.01714,1.289,696.3,3317,0.3243,0.312
GJ 504 b,GJ 504,Imaging,,43.5,12.10569916,510,6234,1.26,1.22
GJ 508.2 b,GJ 508.2,Radial Velocity,5300,4.85,,,3720,0.53,0.54
GJ 514 b,GJ 514,Radial Velocity,140.43,0.422,2.13,202,3728,0.5,0.51
GJ 536 b,GJ 536,Radial Velocity,8.70874,0.0668,2.41,451,3641,0.529,0.528
GJ 536 c,GJ 536,Radial Velocity,32.761,0.1617,2.3,290.5,3641,0.529,0.528
GJ 581 b,GJ 581,Radial Velocity,5.3686,0.0399,4.79,,3500,0.302,0.295
GJ 581 c,GJ 581,Radial Velocity,12.9211,0.0718,2.5,,3500,0.302,0.295
GJ 581 e,GJ 581,Radial Velocity,3.1481,0.02799,1.38,,3500,0.302,0.295
GJ 625 b,GJ 625,Radial Velocity,14.628,0.078361,1.49,,3499,0.31,0.3
GJ 649 b,GJ 649,Radial Velocity,600.1,1.112,10.8,,3734,0.5,0.51
GJ 667 C b,GJ 667 C,Radial Velocity,7.203,0.050431,2.25,,3350,,0.33
GJ 667 C c,GJ 667 C,Radial Velocity,28.14,0.125,1.77,,3350,,0.33
GJ 667 C e,GJ 667 C,Radial Velocity,62.24,0.213,1.45,,3350,,0.33
GJ 667 C f,GJ 667 C,Radial Velocity,39.026,0.156,1.45,,3350,,0.33
GJ 667 C g,GJ 667 C,Radial Velocity,256.2,0.549,1.99,,3350,,0.33
GJ 674 b,GJ 674,Radial Velocity,4.6938,0.039,3.33,,3600,0.36463,0.35
GJ 676 A b,GJ 676 A,Radial Velocity,1051.44521,1.735,12.8,,3734,0.69,0.626
GJ 676 A c,GJ 676 A,Radial Velocity,13921.42302000000,9.726,12.3,,3734,0.69,0.626
GJ 676 A d,GJ 676 A,Radial Velocity,3.60076,0.039,1.78,,3734,0.69,0.626
GJ 676 A e,GJ 676 A,Radial Velocity,35.47358,0.181,2.47,,3734,0.69,0.626
GJ 680 b,GJ 680,Radial Velocity,17281.66514000000,10.138,12,,3563,0.45933,0.456
GJ 682 b,GJ 682,Radial Velocity,17.478,0.08,1.93,,3028,0.298255,0.27
GJ 682 c,GJ 682,Radial Velocity,57.32,0.176,2.89,,3028,0.298255,0.27
GJ 685 b,GJ 685,Radial Velocity,24.16,0.1344,2.95,,3816,0.54,0.55
GJ 687 b,GJ 687,Radial Velocity,38.142,0.163,4.32,,3413,0.4183,0.4
GJ 687 c,GJ 687,Radial Velocity,727.562,1.165,4.14,,3413,0.4183,0.4
GJ 720 A b,GJ 720 A,Radial Velocity,19.466,0.119,3.77,401,3837,0.56,0.57
GJ 724 b,GJ 724,Radial Velocity,5.101284,0.04685,3.27,611,3799,0.52226,0.5271
GJ 740 b,GJ 740,Radial Velocity,2.37756,0.029,1.53,829,3913,0.56,0.58
GJ 806 b,GJ 806,Transit,0.9263237,0.01406,1.331,940,3600,0.4144,0.413
GJ 806 c,GJ 806,Radial Velocity,6.64064,0.0523,2.28,490,3600,0.4144,0.413
GJ 832 b,GJ 832,Radial Velocity,3853,3.7,13.8,,3472,0.441557,0.45
GJ 849 b,GJ 849,Radial Velocity,1925.31,2.32,13.9,,3467,0.45,0.45
GJ 849 c,GJ 849,Radial Velocity,5990,4.95,13.8,,3467,0.45,0.45
GJ 86 b,GJ 86,Radial Velocity,15.76491,0.11,12.9,,5182,0.77,0.93
GJ 876 b,GJ 876,Radial Velocity,61.1166,0.208317,13.3,,3293.74,0.3,0.32
GJ 876 c,GJ 876,Radial Velocity,30.0881,0.12959,14,,3293.74,0.3,0.32
GJ 876 d,GJ 876,Radial Velocity,1.93778,0.02080665,2.51,,3293.74,0.3,0.32
GJ 876 e,GJ 876,Radial Velocity,124.26,0.3343,3.92,,3293.74,0.3,0.32
GJ 887 b,GJ 887,Radial Velocity,9.262,0.068,1.88,468,3688,0.4712,0.489
GJ 887 c,GJ 887,Radial Velocity,21.789,0.12,2.67,352,3688,0.4712,0.489
GJ 896 A b,GJ 896 A,Astrometry,284.39,0.63965,13.3,,3345,0.394682,0.43599
GJ 900 b,GJ 900 A,Imaging,,12000,12.4,,3976,0.716187,1.08
GJ 9066 c,GJ 9066,Radial Velocity,771.36,0.88,9.6,,3154,0.164,0.15
GJ 9404 b,GJ 9404,Radial Velocity,13.4586,0.0943,3.48,,3811,0.626041,0.62
GJ 96 b,GJ 96,Radial Velocity,73.94,0.291,4.67,,3785,0.580612,0.6
GJ 9689 b,GJ 9689,Radial Velocity,18.27,0.1139,3.07,453.04,3836,0.57,0.59
GJ 9714 b,GJ 9714,Radial Velocity,19240.75467000000,12.319,12.5,,4263,0.662662,0.67
GJ 9773 b,GJ 9773,Radial Velocity,2965,2.921,14.2,,3528,0.362,0.358
GJ 9827 b,GJ 9827,Transit,1.208974,0.0189,1.44,1035.01,4236,0.58,0.62
GJ 9827 c,GJ 9827,Transit,3.648103,0.0395,1.13,715.94,4236,0.58,0.62
GJ 9827 d,GJ 9827,Transit,6.20183,0.053,1.98,675,4236,0.58,0.62
GPX-1 b,GPX-1,Transit,1.744579,0.0338,16.47720163,2300,7000,1.56,1.68
GQ Lup b,GQ Lup,Imaging,,100,33.6,2650,4360,1.94153,0.7
GSC 06214-00210 b,GSC 06214-00210,Imaging,,320,20.1762,2300,4200,0.90484,0.9
GU Psc b,GU Psc,Imaging,,2000,14.179,1050,4031.81,0.450458,0.325
Gaia-1 b,Gaia-1,Transit,3.052524,0.04047,13.77583728,1159.07,5470,0.952,0.949
Gaia-2 b,Gaia-2,Transit,3.6915224,0.0467,14.81827249,1213.23,5720,1.064,1
Gaia-4 b,Gaia-4,Astrometry,571.3,,12.4,,4034,0.624,0.644
Gaia-5 b,Gaia-5,Astrometry,358.62,,12.1,,3447,0.345,0.339
Gaia22dkvL b,Gaia22dkvL,Microlensing,,1.4,14.1,,,,1.145
Gl 378 b,Gl 378,Radial Velocity,3.822,0.039435,3.66,830,3879,0.56,0.56
Gl 410 b,Gl 410,Radial Velocity,6.02,0.0531,2.83,,3842,0.543,0.55
Gl 49 b,Gl 49,Radial Velocity,13.8508,0.0905,2.24,,3805,0.511,0.515
Gl 686 b,Gl 686,Radial Velocity,15.53,0.091,2.46,379,3656,0.427,0.426
Gl 725 A b,Gl 725 A,Radial Velocity,11.2201,0.068,1.48,,3433,0.351,0.33
Gliese 12 b,Gliese 12,Transit,12.761408,0.0668,0.958,314.6,3296,0.2617,0.2414
HAT-P-1 b,HAT-P-1,Transit,4.46529976,0.05561,14.784671,1322,5980,1.174,1.151
HAT-P-11 b,HAT-P-11,Transit,4.888,0.05258,4.36,838,4653,0.683,0.811
HAT-P-11 c,HAT-P-11,Radial Velocity,3361,4.1,13.2,,4653,0.683,0.811
HAT-P-12 b,HAT-P-12,Transit,3.2130598,0.0384,10.749,963,4650,0.701,0.733
HAT-P-13 b,HAT-P-13,Transit,2.91625,0.04383,14.258,1740,5653,1.756,1.32
HAT-P-13 c,HAT-P-13,Radial Velocity,446.27,1.258,12.3,340,5653,1.756,1.32
HAT-P-14 b,HAT-P-14,Transit,4.62767,0.0596,15.91678,1624,6600,1.82,2.65
HAT-P-15 b,HAT-P-15,Transit,10.8635,0.0965,11.88154,904,5568,1.07,1
HAT-P-16 b,HAT-P-16,Transit,2.77596727,0.0413,14.68376472,1566,6140,1.158,1.218
HAT-P-17 b,HAT-P-17,Transit,10.33852,0.0892,11.76945,800,5246,0.87,0.99
HAT-P-17 c,HAT-P-17,Radial Velocity,5584,5.6,13.1,,5336.96,0.838682,0.92
HAT-P-18 b,HAT-P-18,Transit,5.508023,0.0559,11.153,852,4803,0.749,0.77
HAT-P-19 b,HAT-P-19,Transit,4.00878322,0.04599,11.29865255,981.2,4962,0.773,0.807
HAT-P-2 b,HAT-P-2,Transit,5.6335158,0.06814,10.659759,1540,6380,1.39,1.33
HAT-P-2 c,HAT-P-2,Radial Velocity,8500,,12.4,,6412,1.416,1.33
HAT-P-20 b,HAT-P-20,Transit,2.875317,0.0361,9.718,970,4595,0.694,0.756
HAT-P-21 b,HAT-P-21,Transit,4.12448,0.05037,12.44199,1367,5588,1.21,1.24
HAT-P-22 b,HAT-P-22,Transit,3.21222,0.0414,12.89035,1463,5302,1.11,1.13
HAT-P-23 b,HAT-P-23,Transit,1.212884,0.0232,15.334,2056,5905,1.203,1.13
HAT-P-24 b,HAT-P-24,Transit,3.35524,0.04651,14.5717,1637,6373,1.38,1.37
HAT-P-25 b,HAT-P-25,Transit,3.65281514,0.0466,12.722215,1182,5519,0.919,1.012
HAT-P-26 b,HAT-P-26,Transit,4.23452,0.04748,7.06167,1080,5079,0.87,1.12
HAT-P-27 b,HAT-P-27,Transit,3.039577,0.04,11.43,1091.99,5316,0.864673,0.916
HAT-P-28 b,HAT-P-28,Transit,3.257215,0.0434,13.585,1384,5680,1.103,1.025
HAT-P-29 b,HAT-P-29,Transit,5.72319,0.0667,13.11453,1281,6087,1.3,1.45
HAT-P-3 b,HAT-P-3,Transit,2.8997,0.03866,10.53646,1189,5185,0.87,1.06
HAT-P-30 b,HAT-P-30,Transit,2.8106,0.0419,16.14096,1630,6304,1.31,1.55
HAT-P-31 b,HAT-P-31,Transit,5.00542,0.061,12.21781,1450,6065,1.39,1.31
HAT-P-32 b,HAT-P-32,Transit,2.1500082,0.03397,22.19382,1835.7,6001,1.367,1.132
HAT-P-33 b,HAT-P-33,Transit,3.47447,0.04995,20.73665,1782,6446,1.79,1.82
HAT-P-34 b,HAT-P-34,Transit,5.452654,0.06774,13.417173,1520,6442,1.53,1.392
HAT-P-35 b,HAT-P-35,Transit,3.646706,0.04978,14.930388,1581,6096,1.435,1.236
HAT-P-36 b,HAT-P-36,Transit,1.32734683,0.0241,14.313893,1780.97,5620,1.041,1.03
HAT-P-37 b,HAT-P-37,Transit,2.797436,0.0379,13.204,1271,5500,0.877,0.929
HAT-P-38 b,HAT-P-38,Transit,4.640382,0.0523,9.247,1082,5330,0.923,0.886
HAT-P-39 b,HAT-P-39,Transit,3.54387,0.0509,17.609,1752,6430,1.625,1.404
HAT-P-4 b,HAT-P-4,Transit,3.056536,0.04438,14.28,1686,5860,1.596,1.248
HAT-P-40 b,HAT-P-40,Transit,4.45724,0.0608,17.03768,1770,6080,1.94,1.03
HAT-P-41 b,HAT-P-41,Transit,2.69405,0.04258,22.97845,1941,6390,2.05,2.56
HAT-P-42 b,HAT-P-42,Transit,4.641878,0.0575,14.348,1428,5743,1.53,1.178
HAT-P-43 b,HAT-P-43,Transit,3.3326414,0.0444,13.63,1353,5693,1.08,1.03
HAT-P-44 b,HAT-P-44,Transit,4.301219,0.0507,13.922,1108,5295,0.949,0.942
HAT-P-44 c,HAT-P-44,Radial Velocity,872.2,1.752,13,,5295,0.949,0.942
HAT-P-45 b,HAT-P-45,Transit,3.128992,0.0452,15.984,1652,6330,1.319,1.259
HAT-P-46 b,HAT-P-46,Transit,4.463129,0.0577,14.392,1458,6120,1.396,1.284
HAT-P-49 b,HAT-P-49,Transit,2.69155,0.04378,17.82231,2131,6820,2.06,2.22
HAT-P-5 b,HAT-P-5,Transit,2.78849,0.04073,13.56289,1517,5960,1.12,1.04
HAT-P-50 b,HAT-P-50,Transit,3.1220109,0.0453,14.437192,1862,6280,1.698,1.273
HAT-P-51 b,HAT-P-51,Transit,4.21802091,0.05042,13.50682174,1168.2,5453,0.995,0.961
HAT-P-52 b,HAT-P-52,Transit,2.7535953,0.03694,11.309881,1218,5131,0.893,0.887
HAT-P-53 b,HAT-P-53,Transit,1.9616241,0.03159,14.773462,1778,5956,1.209,1.093
HAT-P-54 b,HAT-P-54,Transit,3.799847,0.04117,10.581296,818,4390,0.617,0.645
HAT-P-55 b,HAT-P-55,Transit,3.5852313,0.04628,14.84069045,1367,5804,1.105,1.028
HAT-P-56 b,HAT-P-56,Transit,2.79083,0.0423,16.92559,1840,6566,1.47,1.42
HAT-P-57 b,HAT-P-57,Transit,2.4653,0.0406,19.50366,2200,6330,1.85,2.77
HAT-P-58 b,HAT-P-58,Transit,4.0138379,0.04994,14.93036229,1622,6078,1.53,1.031
HAT-P-59 b,HAT-P-59,Transit,4.1419771,0.05064,12.58768533,1277.8,5678,1.1038,1.008
HAT-P-6 b,HAT-P-6,Transit,3.85298,0.05239,16.58932,1675,6570,1.62,1.79
HAT-P-60 b,HAT-P-60,Transit,4.7947813,0.06277,18.28184752,1772,6212,2.197,1.435
HAT-P-61 b,HAT-P-61,Transit,1.90231289,0.0301,10.07687365,1505,5587,0.938,1.004
HAT-P-62 b,HAT-P-62,Transit,2.6453235,0.03772,12.02723629,1512,5629,1.17,1.023
HAT-P-63 b,HAT-P-63,Transit,3.377728,0.04294,12.5428494,1237,5400,0.9661,0.925
HAT-P-64 b,HAT-P-64,Transit,4.007232,0.05387,19.08889413,1766,6457,1.735,1.298
HAT-P-65 b,HAT-P-65,Transit,2.60544751,0.04042,18.05766791,1818,5872,1.666,1.297
HAT-P-66 b,HAT-P-66,Transit,2.972086,0.04363,17.82231,1896,6002,1.881,1.255
HAT-P-67 b,HAT-P-67,Transit,4.8101025,0.06505,23.370765,1903,6406,2.546,1.642
HAT-P-68 b,HAT-P-68,Transit,2.29840551,0.02996,12.016048,1027.8,4508,0.6701,0.6785
HAT-P-69 b,HAT-P-69,Transit,4.7869491,0.06555,18.786284,1930,7394,1.926,1.648
HAT-P-7 b,HAT-P-7,Transit,2.20474,0.03809,16.92559,2733,6389,2,1.56
HAT-P-70 b,HAT-P-70,Transit,2.74432452,0.04739,20.96083,2562,8450,1.858,1.89
HAT-P-8 b,HAT-P-8,Transit,3.07634,0.04496,15.6926,1713,6200,1.57,1.27
HAT-P-9 b,HAT-P-9,Transit,3.92281072,0.05287,15.614137,1540,6350,1.338,1.281
HATS-1 b,HATS-1,Transit,3.446459,0.0444,14.594,1359,5870,1.038,0.986
HATS-10 b,HATS-10,Transit,3.312846,0.04491,10.861521,1407,5880,1.105,1.101
HATS-11 b,HATS-11,Transit,3.619188,0.0507,18.03,1596,6563,1.54,1.33
HATS-12 b,HATS-12,Transit,3.142702,0.0441,7.76,1446,6357,1.17,1.16
HATS-13 b,HATS-13,Transit,3.0440499,0.04057,13.585308,1244,5523,0.887,0.962
HATS-14 b,HATS-14,Transit,2.7667641,0.03815,11.646151,1276,5346,0.933,0.967
HATS-15 b,HATS-15,Transit,1.74748753,0.02712,12.385945,1505,5311,0.922,0.871
HATS-16 b,HATS-16,Transit,2.686502,0.03744,14.5717,1592,5738,1.238,0.97
HATS-17 b,HATS-17,Transit,16.254611,0.1308,8.709393,814,5846,1.091,1.131
HATS-18 b,HATS-18,Transit,0.83784,0.0174,14.896761,2069.48,5600,1.02,1.037
HATS-2 b,HATS-2,Transit,1.35413379,0.02317,12.57647635,1550,5227,0.876,0.904
HATS-22 b,HATS-22,Transit,4.7228124,0.05025,10.682177,858,4803,0.689,0.759
HATS-23 b,HATS-23,Transit,2.1605156,0.03397,20.84874,1654,5780,1.199,1.121
HATS-24 b,HATS-24,Transit,1.3484978,0.0238,15.636555,2166,6125,1.12,1.07
HATS-25 b,HATS-25,Transit,4.2986432,0.05163,14.12334,1277,5715,1.107,0.994
HATS-26 b,HATS-26,Transit,3.3023881,0.04735,19.61575,1918,6071,2.04,1.299
HATS-27 b,HATS-27,Transit,4.637038,0.0611,16.8135,1659,6438,1.74,1.415
HATS-28 b,HATS-28,Transit,3.1810781,0.04131,13.383546,1253,5498,0.922,0.929
HATS-29 b,HATS-29,Transit,4.6058749,0.05475,14.022459,1212,5670,1.073,1.032
HATS-3 b,HATS-3,Transit,3.547851,0.0485,15.48,1648,6351,1.404,1.209
HATS-30 b,HATS-30,Transit,3.1743516,0.04354,13.170575,1414,5943,1.061,1.093
HATS-31 b,HATS-31,Transit,3.37796,0.0478,18.38276,1823,6050,1.87,1.275
HATS-32 b,HATS-32,Transit,2.8126548,0.04024,14.000041,1437,5700,1.097,1.099
HATS-33 b,HATS-33,Transit,2.5495551,0.03727,13.78707,1429,5659,1.022,1.062
HATS-34 b,HATS-34,Transit,2.1061607,0.03166,16.02887,1445,5380,0.98,0.955
HATS-35 b,HATS-35,Transit,1.8209993,0.03199,16.409976,2037,6300,1.433,1.317
HATS-36 b,HATS-36,Transit,4.175186,0.0523,12.92,1203,5950,1.1,1.1
HATS-37 A b,HATS-37 A,Transit,4.3315366,0.04913,6.792654,1085,5326,0.877,0.843
HATS-38 b,HATS-38,Transit,4.375021,0.05036,6.882326,1294,5732,1.105,0.89
HATS-39 b,HATS-39,Transit,4.5776348,0.06007,17.59813,1645,6572,1.621,1.379
HATS-4 b,HATS-4,Transit,2.516729,0.0362,11.433,1315,5403,0.925,1.001
HATS-40 b,HATS-40,Transit,3.2642736,0.04997,17.71022,2101,6460,2.26,1.561
HATS-41 b,HATS-41,Transit,4.193649,0.0583,14.90797,1710,6424,1.71,1.496
HATS-42 b,HATS-42,Transit,2.292102,0.03689,15.6926,1856,6060,1.48,1.273
HATS-43 b,HATS-43,Transit,4.3888497,0.04944,13.22662,1003,5099,0.812,0.837
HATS-44 b,HATS-44,Transit,2.7439004,0.03649,11.960003,1161,5080,0.847,0.86
HATS-45 b,HATS-45,Transit,4.1876244,0.05511,14.414774,1518,6450,1.315,1.272
HATS-46 b,HATS-46,Transit,4.7423729,0.05367,10.121727,1054,5495,0.853,0.917
HATS-47 b,HATS-47,Transit,3.9228038,0.04269,12.520453,852.9,4512,0.6564,0.674
HATS-48 A b,HATS-48 A,Transit,3.1316666,0.03769,8.9672,954.6,4546,0.7152,0.7279
HATS-49 b,HATS-49,Transit,4.1480467,0.04515,8.574885,834.8,4405,0.6977,0.7133
HATS-5 b,HATS-5,Transit,4.763387,0.0542,10.223,1025,5304,0.871,0.936
HATS-50 b,HATS-50,Transit,3.8297015,0.05046,12.66617,1275.39,5990,1.117,1.168
HATS-51 b,HATS-51,Transit,3.3488702,0.04639,15.80469,1553,5758,1.44,1.187
HATS-52 b,HATS-52,Transit,1.36665436,0.02498,15.490838,1834,6010,1.046,1.111
HATS-53 b,HATS-53,Transit,3.8537768,0.04753,15.02006,1312,5644,1.101,0.964
HATS-54 b,HATS-54,Transit,2.5441765,0.037,11.37711541,1429,5621,1.23,1.05
HATS-55 b,HATS-55,Transit,4.2042001,0.05412,14.022459,1367,6214,1.126,1.1955
HATS-56 b,HATS-56,Transit,4.324799,0.06043,18.920792,1902,6536,2.201,1.573
HATS-57 b,HATS-57,Transit,2.350621,0.03493,12.767051,1413.4,5587,0.96,1.026
HATS-58 A b,HATS-58 A,Transit,4.2180896,0.05798,12.273855,1721,7175,1.433,1.461
HATS-59 b,HATS-59,Transit,5.416081,0.06112,12.621334,1128,5670,1.036,1.038
HATS-59 c,HATS-59,Radial Velocity,1422,2.504,12.3,175.9,5670,1.036,1.038
HATS-6 b,HATS-6,Transit,3.3252725,0.03623,11.186582,712.8,3724,0.57,0.574
HATS-60 b,HATS-60,Transit,3.560829,0.04708,12.923977,1528,5688,1.46,1.097
HATS-61 b,HATS-61,Transit,7.817953,0.07908,13.394755,1226.1,5542,1.664,1.076
HATS-62 b,HATS-62,Transit,3.2768837,0.04163,11.825495,1237,5416,0.933,0.896
HATS-63 b,HATS-63,Transit,3.0566527,0.04026,13.529263,1398.3,5627,1.07,0.931
HATS-64 b,HATS-64,Transit,4.908897,0.06562,18.819911,1793,6554,2.113,1.564
HATS-65 b,HATS-65,Transit,3.105161,0.04497,16.824709,1634,6277,1.31,1.257
HATS-66 b,HATS-66,Transit,3.1414391,0.04714,15.815899,1998,6626,1.841,1.411
HATS-67 b,HATS-67,Transit,1.6091788,0.03032,18.887165,2193,6594,1.441,1.435
HATS-68 b,HATS-68,Transit,3.5862202,0.05071,13.809488,1741,6147,1.748,1.351
HATS-69 b,HATS-69,Transit,2.2252577,0.03211,10.592505,1295.7,5137,0.8785,0.892
HATS-7 b,HATS-7,Transit,3.185315,0.04012,6.310667,1084,4985,0.815,0.849
HATS-70 b,HATS-70,Transit,1.8882378,0.03632,15.513256,2730,7930,1.881,1.78
HATS-71 b,HATS-71,Transit,3.7955202,0.03745,11.478016,586.8,3405,0.4783,0.4861
HATS-72 b,HATS-72,Transit,7.3279474,0.066517,8.0973816,739.3,4656.1,0.7214,0.7311
HATS-74 A b,HATS-74 A,Transit,1.73185606,0.02384,11.56766808,895.1,3776.9,0.5758,0.601
HATS-75 b,HATS-75,Transit,2.7886556,0.032742,9.90873894,772.3,3790.4,0.5848,0.6017
HATS-76 b,HATS-76,Transit,1.9416423,0.02658,12.09449018,939.8,4016,0.6259,0.662
HATS-77 b,HATS-77,Transit,3.0876262,0.03607,13.05846252,828.3,4071,0.6428,0.655
HATS-8 b,HATS-8,Transit,3.583893,0.04667,9.785457,1324,5679,1.086,1.056
HATS-9 b,HATS-9,Transit,1.915291,0.0312,13.85,1746,5599,1.56,1.1
HD 100546 b,HD 100546,Imaging,,53,77.3421,,10500,1.85288,2.4
HD 100655 b,HD 100655,Radial Velocity,157.57001,0.68,13.5,,4891,10.06,2.28
HD 100777 b,HD 100777,Radial Velocity,383,1.06,13.7,,5533,1.04,1.08
HD 101581 b,HIP 56998,Transit,4.46569,0.046,0.956,834,4675,0.63,0.653
HD 101581 c,HIP 56998,Transit,6.20401,0.0573,0.99,747,4675,0.63,0.653
HD 10180 c,HD 10180,Radial Velocity,5.75969,0.06412,,,5911,1.109,1.06
HD 10180 d,HD 10180,Radial Velocity,16.357,0.12859,,,5911,1.109,1.06
HD 10180 e,HD 10180,Radial Velocity,49.748,0.2699,5.39,,5911,1.109,1.06
HD 10180 f,HD 10180,Radial Velocity,122.744,0.4929,5.24,,5911,1.109,1.06
HD 10180 g,HD 10180,Radial Velocity,604.67,1.427,,,5911,1.109,1.06
HD 10180 h,HD 10180,Radial Velocity,2205,3.381,9.4,,5911,1.109,1.06
HD 101930 b,HD 101930,Radial Velocity,70.46,0.3,10.6,,5108,0.86,0.57
HD 102117 b,HD 102117,Radial Velocity,20.8133,0.15,8.47,,5655,1.23,1.06
HD 102195 b,HD 102195,Radial Velocity,4.11377,0.05,14.2,,5301,0.82,0.76
HD 102272 b,HD 102272,Radial Velocity,127.58,0.51,12.9,,4790,10.3,1.45
HD 102329 b,HD 102329,Radial Velocity,778.09998,1.81,12.6,,4745,9.82,3.21
HD 102329 c,HD 102329,Radial Velocity,1123,,13.5,,4830,6.3,1.3
HD 102365 b,HD 102365,Radial Velocity,122.1,0.46,4.14,,5630,0.95138,0.85
HD 102843 b,HD 102843,Radial Velocity,3090.942,4.074,13.1,,5436,0.961488,0.95
HD 102888 b,HD 102888,Radial Velocity,252.06,1.05,12.8,,4990,8.6,2.42
HD 102956 b,HD 102956,Radial Velocity,6.4947,0.0807,13.8,,4985,4.55,1.66
HD 103197 b,HD 103197,Radial Velocity,47.84,0.25,5.83,,5250,0.88,0.8
HD 103720 b,HD 103720,Radial Velocity,4.5557,0.0498,14.1,,5017,0.73,0.794
HD 103774 b,HD 103774,Radial Velocity,5.8881,0.07,13.3,,6489,1.581047,1.335
HD 103891 b,HD 103891,Radial Velocity,1919,3.27,13.2,,6072,2.22,1.28
HD 103949 b,HD 103949,Radial Velocity,120.878,0.439,3.35,,4792,0.753113,0.77
HD 104067 b,HD 104067,Radial Velocity,55.851,0.2674,9.2,,4952,0.78,0.82
HD 104067 c,HD 104067,Radial Velocity,13.8992,0.1058,3.69,,4952,0.78,0.82
HD 10442 b,HD 10442,Radial Velocity,1032.3,2.01,13.6,,4912,1.97,1.01
HD 104985 b,HD 104985,Radial Velocity,199.68,0.715,12.8,,4738,11.12,1.22
HD 105618 b,HD 105618,Radial Velocity,10.02245,0.091,5.44,,5671,1.27399,1.01
HD 105618 c,HD 105618,Radial Velocity,77114.07158000000,35.731,11.9,,5671,1.27399,1.01
HD 105779 b,HD 105779,Radial Velocity,2412,3.38,14.1,,5792,0.94,0.89
HD 106252 b,HD 106252,Radial Velocity,1535,2.655,12.5,,5874,1.05,1.05
HD 106270 b,HD 106270,Radial Velocity,1888,3.34,12.4,,5509,2.66,1.39
HD 106315 b,HD 106315,Transit,9.55237,0.0907,2.44,1153,6327,1.296,1.091
HD 106315 c,HD 106315,Transit,21.05704,0.1536,4.35,886,6327,1.296,1.091
HD 10647 b,HD 10647,Radial Velocity,989.2,2.015,13.8,,6218,1.1,1.11
HD 106515 A b,HD 106515 A,Radial Velocity,3626,4.48,12.1,,5362,0.91,0.89
HD 106906 b,HD 106906,Imaging,,650,12.4,1800,6516,2.12351,1.5
HD 10697 b,HD 10697,Radial Velocity,1075.3799,2.051,12.8,,5641,1.863076,0.99
HD 107148 b,HD 107148,Radial Velocity,48.056,0.269,9.6,,5797,1.169193,1.12
HD 107148 c,HD 107148,Radial Velocity,18.3267,0.1407,4.7,,5752.92,1.169193,1.105215
HD 108147 b,HD 108147,Radial Velocity,10.8985,0.102,10.9,890,6255.73,1.20664,1.22
HD 108202 b,HD 108202,Radial Velocity,2990,3.7,13.1,,4556.03,0.66355,0.74
HD 108236 b,HD 108236,Transit,3.795963,0.04527,1.615,1099,5660,0.877,0.869
HD 108236 c,HD 108236,Transit,6.203449,0.062,2.071,932,5660,0.877,0.869
HD 108236 d,HD 108236,Transit,14.175685,0.1074,2.539,708,5660,0.877,0.869
HD 108236 e,HD 108236,Transit,19.590025,0.1367,3.083,636,5660,0.877,0.869
HD 108236 f,HD 108236,Transit,29.54115,0.1758,2.017,,5660,0.877,0.869
HD 108341 b,HD 108341,Radial Velocity,1129,2,13.3,,5122,0.79,0.843
HD 108863 b,HD 108863,Radial Velocity,437.7,1.32,13.3,,4878,5.74,1.59
HD 108874 b,HD 108874,Radial Velocity,394.48123,1.04,13.6,,5600,1.05,1.1
HD 108874 c,HD 108874,Radial Velocity,1624,2.659,13.8,,5551,1.05,0.95
HD 109246 b,HD 109246,Radial Velocity,68.27,0.33,13.9,,5844,1.07,1.2
HD 109271 b,HD 109271,Radial Velocity,7.8543,0.079,4.31,,5783,1.294595,1.047
HD 109271 c,HD 109271,Radial Velocity,30.93,0.196,5.27,,5783,1.294595,1.047
HD 109286 b,HD 109286,Radial Velocity,520.1,1.259,13.2,259.4,5694,1.089,0.98
HD 109749 b,HD 109749,Radial Velocity,5.239891,0.0615,11.1,,5824,1.22,1.13
HD 10975 b,HD 10975,Radial Velocity,283.8,0.95,14.3,,4840,11.16,1.41
HD 109833 b,HD 109833,Transit,9.188526,,2.888,786,5881,1,1.08
HD 109833 c,HD 109833,Transit,13.900148,,2.59,756.7,5881,1,1.08
HD 109988 b,HD 109988,Radial Velocity,17132.15854000000,12.518,12.1,,5185.97,0.869694,0.88
HD 110014 b,HD 110014,Radial Velocity,835.477,2.14,12.4,,4445,20.9,2.17
HD 110067 b,HD 110067,Transit,9.113678,0.0793,2.2,800,5266,0.788,0.798
HD 110067 c,HD 110067,Transit,13.673694,0.1039,2.388,699,5266,0.788,0.798
HD 110067 d,HD 110067,Transit,20.519617,0.1362,2.852,602,5266,0.788,0.798
HD 110067 e,HD 110067,Transit,30.793091,0.1785,1.94,533,5266,0.788,0.798
HD 110067 f,HD 110067,Transit,41.05854,0.2163,2.601,489,5266,0.788,0.798
